101643,10C,0
101911,10D,0
101993,11F,12
102070,12F,28
102150,146,-5
102231,149,14
102310,14A,15
102310,20,2;10;-110
102310,11,71217
102310,10,3581320
102310,A,37553838
102310,B,126607528
102310,C,3260
102310,D,0
102310,F,4
102392,10C,0
102469,10D,0
102549,11F,13
102629,12F,27
102708,146,-5
102789,149,14
102868,14A,15
102868,20,2;10;-110
102868,10,3581380
102868,A,37553838
102868,B,126607539
102868,C,3270
102868,D,0
102868,F,4
102948,10C,0
103029,10D,0
103108,11F,13
103190,12F,28
103269,146,-5
103349,149,14
103430,14A,15
103436,20,2;10;-110
103436,10,3581440
103436,A,37553841
103436,B,126607545
103436,C,3280
103436,D,0
103436,F,4
103519,10C,0
103602,10D,0
103678,11F,14
103758,12F,27
103838,146,-5
103919,149,14
104003,14A,15
104003,20,2;10;-110
104003,10,3581500
104003,A,37553837
104003,B,126607548
104003,C,3280
104003,D,0
104003,F,5
104089,10C,0
104168,10D,0
104248,11F,14
104328,12F,26
104406,146,-5
104488,149,14
104568,14A,15
104568,20,2;10;-110
104568,10,3581550
104568,A,37553823
104568,B,126607530
104568,C,3280
104568,D,0
104568,F,3
104668,10C,0
104758,10D,0
104839,11F,15
104919,12F,27
105001,146,-5
105087,149,14
105166,14A,15
105166,20,2;10;-110
105166,10,3581600
105166,A,37553837
105166,B,126607537
105166,C,3270
105166,D,0
105166,F,3
105246,10C,0
105327,10D,0
105407,11F,15
105488,12F,28
105566,146,-5
105646,149,14
105726,14A,15
105726,20,2;8;-110
105726,10,3581650
105726,A,37553831
105726,B,126607530
105726,C,3300
105726,D,0
105726,F,4
105806,10C,0
105886,10D,0
105965,11F,16
106045,12F,27
106125,146,-5
106205,149,14
106303,14A,15
106303,20,2;9;-110
106303,10,3581700
106303,A,37553830
106303,B,126607544
106303,C,3310
106303,D,0
106303,F,5
106389,10C,0
106468,10D,0
106548,11F,17
106628,12F,28
106708,146,-5
106789,149,14
106868,14A,15
106868,20,3;9;-110
106868,10,3581760
106868,A,37553824
106868,B,126607541
106868,C,3320
106868,D,0
106868,F,4
106948,10C,0
107028,10D,0
107108,11F,17
107187,12F,29
107266,146,-5
107347,149,14
107427,14A,15
107427,20,2;9;-110
107427,10,3581810
107427,A,37553836
107427,B,126607528
107427,C,3340
107427,D,0
107427,F,4
107527,10C,0
107619,10D,0
107705,11F,18
107778,12F,27
107858,146,-5
107938,149,14
108018,14A,15
108018,20,2;9;-110
108018,10,3581870
108018,A,37553825
108018,B,126607531
108018,C,3350
108018,D,0
108018,F,6
108103,10C,0
108188,10D,0
108268,11F,18
108349,12F,27
108428,146,-5
108508,149,14
108589,14A,15
108589,20,2;9;-110
108589,10,3581930
108589,A,37553827
108589,B,126607532
108589,C,3360
108589,D,0
108589,F,5
108668,10C,0
108748,10D,0
108828,11F,19
108908,12F,27
108988,146,-5
109068,149,14
109148,14A,15
109148,20,3;9;-110
109148,10,3581990
109148,A,37553842
109148,B,126607537
109148,C,3380
109148,D,0
109148,F,4
109229,10C,0
109309,10D,0
109390,11F,19
109469,12F,27
109549,146,-5
109629,149,14
109709,14A,15
109709,20,2;9;-110
109709,10,3582050
109709,A,37553828
109709,B,126607530
109709,C,3390
109709,D,0
109709,F,6
109790,10C,0
109868,10D,0
109948,11F,20
110028,12F,27
110108,146,-5
110190,149,14
110268,14A,15
110268,20,2;9;-110
110268,10,3582110
110268,A,37553840
110268,B,126607525
110268,C,3400
110268,D,0
110268,F,4
110367,10C,0
110457,10D,0
110539,11F,21
110619,12F,27
110704,146,-5
110778,149,14
110859,14A,15
110859,20,2;9;-110
110859,10,3582170
110859,A,37553826
110859,B,126607524
110859,C,3410
110859,D,0
110859,F,5
110940,10C,0
111020,10D,0
111105,11F,21
111180,12F,27
111260,146,-5
111340,149,14
111420,14A,15
111420,20,2;9;-110
111420,10,3582230
111420,A,37553834
111420,B,126607522
111420,C,3430
111420,D,0
111420,F,6
111505,10C,0
111579,10D,0
111659,11F,22
111740,12F,27
111820,146,-5
111910,149,14
111990,14A,15
111990,20,2;9;-110
111990,10,3582290
111990,A,37553841
111990,B,126607537
111990,C,3430
111990,D,0
111990,F,5
112070,10C,0
112150,10D,0
112230,11F,22
112310,12F,28
112390,146,-5
112470,149,14
112550,14A,15
112550,20,2;11;-110
112550,10,3582350
112550,A,37553835
112550,B,126607528
112550,C,3440
112550,D,0
112550,F,6
112631,10C,0
112711,10D,0
112792,11F,23
112871,12F,27
112951,146,-5
113031,149,14
113111,14A,15
113111,20,2;11;-110
113111,10,3582410
113111,A,37553822
113111,B,126607532
113111,C,3460
113111,D,0
113111,F,8
113213,10C,0
113308,10D,0
113383,11F,23
113462,12F,27
113544,146,-5
113624,149,14
113707,14A,15
113707,20,2;11;-109
113707,10,3582470
113707,A,37553826
113707,B,126607532
113707,C,3470
113707,D,0
113707,F,6
113779,10C,0
113859,10D,0
113940,11F,24
114020,12F,28
114103,146,-5
114176,149,14
114256,14A,15
114256,20,2;11;-109
114256,10,3582530
114256,A,37553822
114256,B,126607539
114256,C,3480
114256,D,0
114256,F,7
114337,10C,0
114415,10D,0
114500,11F,25
114575,12F,27
114655,146,-5
114745,149,14
114825,14A,15
114825,20,2;11;-109
114825,10,3582580
114825,A,37553839
114825,B,126607524
114825,C,3490
114825,D,0
114825,F,6
114905,10C,0
114985,10D,0
115065,11F,25
115145,12F,29
115225,146,-5
115305,149,14
115385,14A,15
115385,20,3;11;-109
115385,10,3582630
115385,A,37553821
115385,B,126607534
115385,C,3500
115385,D,0
115385,F,6
115465,10C,0
115545,10D,0
115625,11F,26
115705,12F,27
115785,146,-5
115865,149,14
115945,14A,15
115945,20,3;11;-109
115945,10,3582690
115945,A,37553826
115945,B,126607536
115945,C,3510
115945,D,0
115945,F,8
116045,10C,0
116138,10D,0
116216,11F,26
116301,12F,28
116386,146,-5
116464,149,14
116544,14A,15
116544,20,1;11;-109
116544,10,3582750
116544,A,37553830
116544,B,126607520
116544,C,3520
116544,D,0
116544,F,6
116624,10C,0
116704,10D,0
116785,11F,27
116863,12F,27
116943,146,-5
117023,149,14
117104,14A,15
117104,20,1;11;-109
117104,10,3582800
117104,A,37553830
117104,B,126607535
117104,C,3530
117104,D,0
117104,F,7
117186,10C,0
117265,10D,0
117345,11F,27
117425,12F,27
117505,146,-5
117586,149,14
117666,14A,15
117666,20,1;11;-109
117666,10,3582850
117666,A,37553835
117666,B,126607515
117666,C,3540
117666,D,0
117666,F,8
117746,10C,0
117827,10D,0
117907,11F,28
117987,12F,27
118065,146,-5
118145,149,14
118225,14A,15
118225,20,1;11;-109
118225,10,3582910
118225,A,37553838
118225,B,126607527
118225,C,3560
118225,D,0
118225,F,6
118305,10C,0
118386,10D,0
118466,11F,29
118547,12F,27
118627,146,-5
118706,149,14
118787,14A,15
118787,20,1;11;-109
118787,10,3582970
118787,A,37553822
118787,B,126607523
118787,C,3560
118787,D,0
118787,F,7
118900,10C,0
118986,10D,0
119065,11F,29
119145,12F,26
119225,146,-5
119305,149,14
119387,14A,15
119387,20,3;11;-109
119387,10,3583040
119387,A,37553818
119387,B,126607524
119387,C,3580
119387,D,0
119387,F,6
119466,10C,0
119546,10D,0
119625,11F,30
119705,12F,25
119788,146,-5
119868,149,14
119948,14A,15
119948,20,2;11;-109
119948,10,3583100
119948,A,37553831
119948,B,126607530
119948,C,3590
119948,D,0
119948,F,7
120028,10C,0
120108,10D,0
120189,11F,30
120269,12F,27
120349,146,-5
120429,149,14
120509,14A,15
120509,20,2;11;-109
120509,10,3583150
120509,A,37553828
120509,B,126607525
120509,C,3600
120509,D,0
120509,F,6
120591,10C,0
120669,10D,0
120750,11F,31
120830,12F,27
120910,146,-5
120991,149,14
121071,14A,15
121071,20,2;11;-109
121071,10,3583210
121071,A,37553837
121071,B,126607530
121071,C,3610
121071,D,0
121071,F,9
121151,10C,0
121231,10D,0
121311,11F,31
121392,12F,28
121472,146,-5
121552,149,14
121632,14A,15
121632,20,3;11;-109
121632,10,3583260
121632,A,37553824
121632,B,126607527
121632,C,3620
121632,D,0
121632,F,7
121732,10C,0
121823,10D,0
121909,11F,32
121983,12F,27
122063,146,-5
122144,149,14
122223,14A,15
122223,20,3;11;-109
122223,10,3583310
122223,A,37553839
122223,B,126607514
122223,C,3620
122223,D,0
122223,F,9
122307,10C,0
122382,10D,0
122462,11F,33
122544,12F,29
122622,146,-5
122707,149,14
122783,14A,15
122783,20,4;11;-109
122783,10,3583370
122783,A,37553828
122783,B,126607508
122783,C,3640
122783,D,0
122783,F,8
122863,10C,0
122943,10D,0
123022,11F,33
123110,12F,27
123191,146,-5
123270,149,14
123351,14A,15
123351,20,2;11;-109
123351,10,3583430
123351,A,37553839
123351,B,126607506
123351,C,3660
123351,D,0
123351,F,9
123432,10C,0
123511,10D,0
123595,11F,34
123672,12F,26
123752,146,-5
123832,149,14
123912,14A,15
123912,20,2;11;-109
123912,10,3583490
123912,A,37553827
123912,B,126607503
123912,C,3660
123912,D,0
123912,F,7
123992,10C,0
124070,10D,0
124151,11F,34
124230,12F,27
124310,146,-5
124391,149,14
124469,14A,15
124469,20,2;11;-109
124469,10,3583540
124469,A,37553826
124469,B,126607509
124469,C,3660
124469,D,0
124469,F,7
124571,10C,0
124660,10D,0
124740,11F,35
124819,12F,27
124904,146,-5
124975,149,14
125055,14A,15
125055,20,2;11;-109
125055,10,3583600
125055,A,37553843
125055,B,126607515
125055,C,3670
125055,D,0
125055,F,10
125137,10C,0
125216,10D,0
125304,11F,35
125378,12F,27
125458,146,-5
125540,149,14
125617,14A,15
125617,20,2;11;-109
125617,10,3583650
125617,A,37553840
125617,B,126607518
125617,C,3650
125617,D,0
125617,F,9
125703,10C,0
125776,10D,0
125857,11F,36
125947,12F,27
126027,146,-5
126107,149,14
126189,14A,15
126189,20,4;11;-109
126189,10,3583710
126189,A,37553826
126189,B,126607508
126189,C,3680
126189,D,0
126189,F,9
126268,10C,0
126347,10D,0
126428,11F,36
126506,12F,27
126589,146,-5
126669,149,14
126749,14A,15
126749,20,4;11;-109
126749,10,3583760
126749,A,37553841
126749,B,126607503
126749,C,3690
126749,D,0
126749,F,9
126830,10C,0
126910,10D,0
126992,11F,37
127068,12F,27
127148,146,-5
127228,149,14
127308,14A,15
127308,20,1;11;-109
127308,10,3583820
127308,A,37553829
127308,B,126607515
127308,C,3710
127308,D,0
127308,F,9
127410,10C,0
127506,10D,0
127579,11F,38
127658,12F,27
127741,146,-5
127817,149,14
127906,14A,15
127906,20,1;11;-109
127906,10,3583880
127906,A,37553827
127906,B,126607508
127906,C,3710
127906,D,0
127906,F,9
127988,10C,0
128065,10D,0
128146,11F,38
128225,12F,27
128305,146,-5
128387,149,14
128465,14A,15
128465,20,1;11;-109
128465,10,3583940
128465,A,37553831
128465,B,126607515
128465,C,3730
128465,D,0
128465,F,10
128546,10C,0
128626,10D,0
128708,11F,39
128801,12F,27
128878,146,-5
128958,149,14
129041,14A,15
129041,20,2;11;-109
129041,10,3583990
129041,A,37553836
129041,B,126607515
129041,C,3720
129041,D,0
129041,F,8
129120,10C,0
129204,10D,0
129280,11F,39
129358,12F,27
129440,146,-5
129518,149,14
129603,14A,15
129603,20,2;11;-109
129603,10,3584050
129603,A,37553842
129603,B,126607498
129603,C,3720
129603,D,0
129603,F,9
129679,10C,0
129758,10D,0
129841,11F,40
129919,12F,25
130005,146,-5
130090,149,14
130168,14A,15
130168,20,2;11;-109
130168,10,3584100
130168,A,37553832
130168,B,126607504
130168,C,3750
130168,D,0
130168,F,10
130271,10C,0
130360,10D,0
130444,11F,41
130521,12F,27
130607,146,-5
130683,149,14
130763,14A,15
130763,20,1;11;-109
130763,10,3584160
130763,A,37553844
130763,B,126607493
130763,C,3740
130763,D,0
130763,F,9
130848,10C,0
130925,10D,0
131013,11F,41
131096,12F,27
131172,146,-5
131253,149,14
131333,14A,15
131333,20,1;11;-109
131333,10,3584210
131333,A,37553830
131333,B,126607497
131333,C,3750
131333,D,0
131333,F,9
131415,10C,0
131495,10D,0
131583,11F,42
131661,12F,27
131745,146,-5
131824,149,14
131911,14A,15
131911,20,2;11;-109
131911,10,3584270
131911,A,37553832
131911,B,126607494
131911,C,3760
131911,D,0
131911,F,8
131997,10C,0
132073,10D,0
132154,11F,42
132233,12F,29
132313,146,-5
132394,149,14
132471,14A,15
132471,20,2;11;-109
132471,10,3584330
132471,A,37553829
132471,B,126607508
132471,C,3760
132471,D,0
132471,F,9
132551,10C,0
132629,10D,0
132711,11F,43
132793,12F,27
132870,146,-5
132950,149,14
133030,14A,15
133030,20,2;11;-109
133030,10,3584390
133030,A,37553841
133030,B,126607499
133030,C,3770
133030,D,0
133030,F,9
133131,10C,0
133218,10D,0
133305,11F,43
133391,12F,27
133468,146,-5
133548,149,14
133628,14A,15
133628,20,2;11;-109
133628,10,3584450
133628,A,37553842
133628,B,126607501
133628,C,3790
133628,D,0
133628,F,9
133708,10C,0
133791,10D,0
133868,11F,44
133948,12F,27
134028,146,-5
134109,149,14
134191,14A,15
134191,20,2;11;-109
134191,10,3584510
134191,A,37553845
134191,B,126607501
134191,C,3780
134191,D,0
134191,F,7
134266,10C,0
134348,10D,0
134439,11F,45
134517,12F,25
134600,146,-5
134687,149,14
134766,14A,15
134766,20,2;11;-109
134766,10,3584570
134766,A,37553844
134766,B,126607510
134766,C,3770
134766,D,0
134766,F,8
134845,10C,0
134925,10D,0
135005,11F,45
135086,12F,27
135164,146,-5
135244,149,14
135324,14A,15
135324,20,2;11;-109
135324,10,3584620
135324,A,37553828
135324,B,126607495
135324,C,3810
135324,D,0
135324,F,8
135404,10C,0
135487,10D,0
135563,11F,46
135643,12F,28
135722,146,-5
135801,149,14
135884,14A,15
135884,20,2;11;-109
135884,10,3584670
135884,A,37553824
135884,B,126607500
135884,C,3820
135884,D,0
135884,F,7
135998,10C,0
136085,10D,0
136162,11F,46
136242,12F,28
136321,146,-5
136401,149,14
136486,14A,15
136486,20,2;11;-109
136486,10,3584730
136486,A,37553842
136486,B,126607505
136486,C,3830
136486,D,0
136486,F,9
136564,10C,0
136644,10D,0
136724,11F,47
136804,12F,27
136885,146,-5
136963,149,14
137043,14A,15
137043,20,2;11;-109
137043,10,3584790
137043,A,37553838
137043,B,126607496
137043,C,3810
137043,D,0
137043,F,8
137122,10C,0
137204,10D,0
137286,11F,47
137365,12F,27
137445,146,-5
137524,149,14
137604,14A,15
137604,20,2;11;-109
137604,10,3584850
137604,A,37553840
137604,B,126607498
137604,C,3840
137604,D,0
137604,F,10
137687,10C,0
137764,10D,0
137844,11F,48
137923,12F,27
138003,146,-5
138086,149,14
138164,14A,15
138164,20,2;11;-109
138164,10,3584900
138164,A,37553845
138164,B,126607509
138164,C,3850
138164,D,0
138164,F,9
138244,10C,0
138322,10D,0
138402,11F,48
138484,12F,28
138562,146,-5
138642,149,14
138722,14A,15
138722,20,2;11;-109
138729,10,3584950
138729,A,37553829
138729,B,126607502
138729,C,3860
138729,D,0
138729,F,8
138820,10C,0
138912,10D,0
138998,11F,49
139084,12F,26
139160,146,-5
139240,149,14
139320,14A,15
139320,20,2;11;-109
139320,10,3585000
139320,A,37553841
139320,B,126607501
139320,C,3870
139320,D,0
139320,F,9
139400,10C,0
139480,10D,0
139558,11F,50
139638,12F,27
139720,146,-5
139799,149,14
139881,14A,15
139881,20,2;11;-109
139881,10,3585060
139881,A,37553835
139881,B,126607508
139881,C,3880
139881,D,0
139881,F,10
139960,10C,0
140049,10D,0
140131,11F,50
140207,12F,26
140293,146,-5
140379,149,14
140456,14A,15
140456,20,2;11;-109
140456,10,3585110
140456,A,37553832
140456,B,126607502
140456,C,3880
140456,D,0
140456,F,10
140536,10C,0
140618,10D,0
140697,11F,51
140781,12F,26
140860,146,-5
140940,149,14
141022,14A,15
141022,20,2;11;-109
141022,10,3585170
141022,A,37553828
141022,B,126607505
141022,C,3890
141022,D,0
141022,F,10
141099,10C,0
141181,10D,0
141261,11F,51
141341,12F,28
141423,146,-5
141500,149,14
141583,14A,15
141583,20,2;11;-109
141591,10,3585220
141591,A,37553827
141591,B,126607493
141591,C,3910
141591,D,0
141591,F,10
141700,10C,0
141788,10D,0
141865,11F,52
141945,12F,28
142025,146,-5
142105,149,14
142187,14A,15
142187,20,2;11;-109
142187,10,3585270
142187,A,37553833
142187,B,126607494
142187,C,3910
142187,D,0
142187,F,9
142267,10C,0
142346,10D,0
142429,11F,52
142506,12F,27
142587,146,-5
142665,149,14
142745,14A,15
142745,20,2;11;-109
142745,10,3585330
142745,A,37553831
142745,B,126607495
142745,C,3900
142745,D,0
142745,F,11
142837,10C,0
142915,10D,0
143001,11F,53
143075,12F,25
143155,146,-5
143238,149,14
143317,14A,15
143317,20,2;11;-109
143317,10,3585390
143317,A,37553832
143317,B,126607502
143317,C,3870
143317,D,0
143317,F,10
143402,10C,0
143476,10D,0
143556,11F,54
143638,12F,27
143718,146,-5
143805,149,14
143881,14A,15
143881,20,2;11;-109
143881,10,3585440
143881,A,37553840
143881,B,126607504
143881,C,3880
143881,D,0
143881,F,10
143961,10C,0
144042,10D,0
144118,11F,54
144204,12F,28
144279,146,-5
144360,149,14
144441,14A,15
144448,20,2;11;-109
144448,10,3585500
144448,A,37553840
144448,B,126607507
144448,C,3860
144448,D,0
144448,F,9
144549,10C,0
144641,10D,0
144718,11F,55
144803,12F,27
144879,146,-5
144960,149,14
145043,14A,15
145043,20,2;11;-109
145043,10,3585560
145043,A,37553839
145043,B,126607496
145043,C,3830
145043,D,0
145043,F,9
145121,10C,0
145205,10D,0
145279,11F,55
145359,12F,28
145443,146,-5
145522,149,14
145606,14A,15
145606,20,3;11;-109
145606,10,3585620
145606,A,37553841
145606,B,126607489
145606,C,3830
145606,D,0
145606,F,10
145689,10C,0
145770,10D,0
145850,11F,56
145934,12F,27
146011,146,-5
146091,149,14
146171,14A,15
146171,20,2;11;-109
146171,10,3585680
