38606,10C,1296
38912,10D,0
38994,11F,6
39072,12F,83
39150,146,-5
39230,149,14
39310,14A,15
39310,20,2;0;-103
39310,11,61217
39310,10,1031830
39310,A,37507039
39310,B,127022383
39310,C,3470
39310,D,0
39310,F,5
39392,10C,1291
39471,10D,0
39551,11F,7
39631,12F,83
39711,146,-5
39792,149,14
39872,14A,15
39872,20,2;2;-104
39872,10,1031890
39872,A,37507025
39872,B,127022379
39872,C,3450
39872,D,0
39872,F,4
39952,10C,1305
40031,10D,0
40113,11F,7
40193,12F,83
40273,146,-5
40351,149,14
40431,14A,15
40431,20,0;2;-99
40441,10,1031940
40441,A,37507036
40441,B,127022396
40441,C,3420
40441,D,0
40441,F,5
40523,10C,1307
40603,10D,0
40684,11F,8
40761,12F,83
40840,146,-5
40920,149,14
41002,14A,15
41002,20,2;1;-99
41002,10,1032000
41002,A,37507033
41002,B,127022386
41002,C,3400
41002,D,0
41002,F,6
41082,10C,1296
41158,10D,0
41239,11F,9
41319,12F,80
41400,146,-5
41480,149,14
41553,14A,15
41553,20,-1;1;-99
41553,10,1032060
41553,A,37507022
41553,B,127022391
41553,C,3400
41553,D,0
41553,F,5
41634,10C,1308
41713,10D,0
41799,11F,9
41889,12F,81
41969,146,-5
42046,149,14
42131,14A,15
42131,20,1;0;-99
42131,10,1032110
42131,A,37507014
42131,B,127022377
42131,C,3420
42131,D,0
42131,F,5
42240,10C,1308
42329,10D,0
42407,11F,10
42490,12F,80
42571,146,-5
42649,149,14
42731,14A,15
42731,20,1;0;-99
42731,10,1032170
42731,A,37507025
42731,B,127022389
42731,C,3450
42731,D,0
42731,F,6
42808,10C,1292
42892,10D,0
42973,11F,10
43051,12F,79
43132,146,-5
43212,149,14
43292,14A,15
43292,20,-1;0;-101
43292,10,1032220
43292,A,37507030
43292,B,127022391
43292,C,3500
43292,D,0
43292,F,4
43382,10C,1301
43456,10D,0
43541,11F,11
43617,12F,80
43703,146,-5
43776,149,14
43858,14A,15
43858,20,-1;0;-102
43858,10,1032280
43858,A,37507016
43858,B,127022380
43858,C,3550
43858,D,0
43858,F,5
43935,10C,1301
44014,10D,0
44099,11F,11
44171,12F,80
44251,146,-5
44331,149,14
44411,14A,15
44411,20,1;0;-102
44411,10,1032330
44411,A,37507035
44411,B,127022380
44411,C,3590
44411,D,0
44411,F,6
44495,10C,1305
44569,10D,0
44649,11F,12
44728,12F,80
44808,146,-5
44893,149,14
44980,14A,15
44980,20,3;1;-102
44980,10,1032390
44980,A,37507022
44980,B,127022389
44980,C,3640
44980,D,1
44980,F,7
45092,10C,1291
45180,10D,0
45262,11F,13
45340,12F,81
45417,146,-5
45497,149,14
45581,14A,15
45581,20,0;0;-102
45581,10,1032460
45581,A,37507019
45581,B,127022387
45581,C,3670
45581,D,0
45581,F,7
45661,10C,1285
45737,10D,0
45817,11F,13
45899,12F,80
45978,146,-5
46058,149,14
46134,14A,15
46134,20,0;0;-100
46134,10,1032520
46134,A,37507017
46134,B,127022376
46134,C,3680
46134,D,0
46134,F,7
46229,10C,1289
46302,10D,0
46388,11F,14
46461,12F,80
46544,146,-5
46620,149,14
46700,14A,15
46700,20,3;-2;-103
46700,10,1032580
46700,A,37507024
46700,B,127022377
46700,C,3760
46700,D,3
46700,F,7
46785,10C,1294
46858,10D,0
46939,11F,14
47019,12F,80
47099,146,-5
47183,149,14
